2600 .00250000000000000000 ,
.00500000000000000000 , -0.0000000000 ,
.00950000000000000000 ,  0.0000000000 ,
.01400000000000000000 ,           NaN ,
.01850000000000000000 ,           NaN ,
.02300000000000000000 ,           NaN ,
.02750000000000000000 ,           NaN ,
.03200000000000000000 ,           NaN ,
.03650000000000000000 ,           NaN ,
.04100000000000000000 ,           NaN ,
.04550000000000000000 ,           NaN ,
