   1.4999999999999999E-002   2.0307148194603668E-011
   1.5099999997473787E-002   4.1039388763705522E-011
   1.5199999994947574E-002   8.2347542953147458E-011
   1.5299999992421362E-002   1.6404616107963727E-010
   1.5399999989895150E-002   3.2442475885109086E-010
   1.5499999987368937E-002   6.3688372857372922E-010
   1.5599999984842725E-002   1.2409925568330945E-009
   1.5699999982316512E-002   2.3999626150184869E-009
   1.5799999979790300E-002   4.6060452520231526E-009
   1.5899999977264087E-002   8.7720510589906654E-009
   1.5999999974737875E-002   1.6576113253712145E-008
   1.6099999972211662E-002   3.1076401690524928E-008
   1.6199999969685450E-002   5.7796490242596424E-008
   1.6299999967159237E-002   1.0662264704014689E-007
   1.6399999964633025E-002   1.9508658784657109E-007
   1.6499999962106812E-002   3.5398598703480507E-007
   1.6599999959580600E-002   6.3690415540655975E-007
   1.6699999957054387E-002   1.1361556927421245E-006
   1.6799999954528175E-002   2.0091915836675791E-006
   1.6899999952001962E-002   3.5218103089009475E-006
   1.6999999949475750E-002   6.1180107732008482E-006
   1.7099999946949537E-002   1.0531486883131549E-005
   1.7199999944423325E-002   1.7961248536380644E-005
   1.7299999941897112E-002   3.0344454140672059E-005
   1.7399999939370900E-002   5.0774163571156300E-005
   1.7499999936844687E-002   8.4129290180767389E-005
   1.7599999934318475E-002   1.3800928076096935E-004
   1.7699999931792262E-002   2.2409717407193591E-004
   1.7799999929266050E-002   3.6011076113643379E-004
   1.7899999926739837E-002   5.7253972679764491E-004
   1.7999999924213625E-002   9.0040094137463730E-004
   1.8099999921687412E-002   1.4002640387913066E-003
   1.8199999919161200E-002   2.1527885181574376E-003
   1.8299999916634987E-002   3.2709477293070065E-003
   1.8399999914108775E-002   4.9099617141564675E-003
   1.8499999911582563E-002   7.2786795541787998E-003
   1.8599999909056350E-002   1.0651697330519240E-002
   1.8699999906530138E-002   1.5380826666354866E-002
   1.8799999904003925E-002   2.1903611454676529E-002
   1.8899999901477713E-002   3.0745428446528191E-002
   1.8999999898951500E-002   4.2510356481445341E-002
   1.9099999896425288E-002   5.7854592900733470E-002
   1.9199999893899075E-002   7.7434962295767476E-002
   1.9299999891372863E-002  0.10182431455562033     
   1.9399999888846650E-002  0.13138566228954510     
   1.9499999886320438E-002  0.16609782263744824     
   1.9599999883794225E-002  0.20532612910833811     
   1.9699999881268013E-002  0.24752777237256784     
   1.9799999878741800E-002  0.28985221066431921     
   1.9899999876215588E-002  0.32742740423064221     
   1.9999999873689375E-002  0.34999999996687647     

