   1.4999999999999999E-002   6.7723604502134549E-015
   1.5500000000000000E-002   3.5527136788005009E-015
   1.6000000000000000E-002   3.5527136788005009E-015
   1.6500000000000001E-002  -1.5543122344752192E-015
   1.7000000000000001E-002   3.6637359812630166E-015
   1.7500000000000002E-002   3.3306690738754696E-016
   1.8000000000000002E-002   7.7715611723760958E-016
   1.8500000000000003E-002  -4.4408920985006262E-016
   1.9000000000000003E-002   0.0000000000000000     
   1.9500000000000003E-002   2.9976021664879227E-015
